Church_Name,Address,Phone_Number,Website,No_of_Member,Ponster_Name
"
        ,Church (CCH)
        ","
			,
			Brentsville Presbyterian Church,
12305 Bristow Rd,
Bristow VA  20136-1630,
USA
        ","
		,Carlo Duran ",http://bristowspanishva.adventistchurch.org,"
    	,
			C/O Pastor Carlo Duran,
11166 Eagle Ct,
Bealeton VA  22712-2001,
USA
		","
		,140"
"
        ,
			,
			(,) 
			
        ","
			,
			401 E 6th Ave,
Bristow OK  74010-3101,
USA
        ","
		,James D Bokovoy ",http://bristow22.adventistchurchconnect.org,"
    	,
			PO Box 838,
Bristow OK  74010-0838,
USA
		","
		,136"
"
        ,
			,
			(,) 
			
        ","
			,
			11225 E 8 Mile Rd,
Tustin MI  49688-9628,
USA
        ","
		,Garhett Morgan ",http://bristolmi.adventistchurch.org,"
    	,
			C/O Eric Arms,
11153 E 7 Mile Rd,
Tustin MI  49688-9605,
USA
		","
		,39"
"
        ,
			,
			(,) 
			
        ","
			,
			571 Highway 126,
Bristol TN  37620-1685,
USA
        ","
        ,423-764-4232
        ",http://bristol24.adventistchurchconnect.org,"
    	,
			PO Box 472,
Bristol TN  37621-0472,
USA
		","
		,111"
"
        ,Monday, October 31, 2016
        ","
			,
			839 Rockydale Rd # 116,
Bristol VT  05443-5357,
USA
        ","
        ,802-453-4712
        ",http://bristolvt.adventistchurch.org,"
		,34","
		,Bruce Wilkinson "
"
        ,
			,
			(,) 
			
        ","
			,
			1991 Dosewallips Rd,
Brinnon WA  98320-9694,
USA
        ","
		,Cristian Bobocea ",http://brinnonwa.adventistchurch.org,"
    	,
			PO Box 709,
Brinnon WA  98320-0709,
USA
		","
		,31"
"
        ,
			,
			(,) 
			
        ","
			,
			567 E Bromley Ln,
Brighton CO  80601-3249,
USA
        ","
        ,303-659-1999
        ",http://www.brightonsda.org,"
		,539","
		,Wayne Morrison "
"
        ,Sunday, May 13, 2018
        ","
			,
			228 S 4th St,
Brighton MI  48116-1301,
USA
        ","
        ,
        ",http://www.brightonsdachurch.org,"
		,74","
		,Stephen James Schefka "
"
        ,
			,
			(,) 
			
        ","
			,
			187 N 9th Ave,
Brighton CO  80601-1804,
USA
        ","
		,Frank Wilson ",http://brightonhispanicco.adventistchurch.org,"
    	,
			C/O Leonardo Castro,
PO Box 201,
Brighton CO  80601-0201,
USA
		","
		,199"
"
        ,
			,
			(,) 
			
        ","
			,
			288 N Laurel St,
Bridgeton NJ  08302-1523,
USA
        ","
		,Daniel Pablo Cabezas ",http://bridgetonspanishnj.adventistchurch.org,"
    	,
			Rafael Andeliz,
86 Church St,
Bridgeton NJ  08302-2027,
USA
		","
		,855"
"
		,
		","
			,
			240 N Pearl St,
Bridgeton NJ  08302-1541,
USA
        ","
        ,	786-227-9821  
        ",,"
		,46","
		,Daniel Pablo Cabezas "
"
        ,Church (CCH)
        ","
			,
			36 Old Deerfield Pike,
Bridgeton NJ  08302-3745,
USA
        ","
        ,856-455-6550
        ",http://bridgeton22.adventistchurchconnect.org,"
		,61","
		,Caesar Sprianu "
"
        ,Tuesday, June 26, 2018
        ","
			,
			402 S 2nd St,
Bridger MT  59014-7788,
USA
        ","
        ,
        ",http://bridgeradventist22.adventistchurchconnect.org,"
    	,
			PO Box 448,
Bridger MT  59014-0448,
USA
		","
		,66"
"
        ,Tuesday, August 7, 2018
        ","
			,
			717 Clinton Ave,
Bridgeport CT  06604-2302,
USA
        ","
        ,203 522 0446
        ",http://www.bridgeporttabernacleof22.adventistchurchconnect.org ,"
		,355","
		,Nicardo Delahaye "
"
        ,
			,
			(,) 
			
        ","
			,
			509 N St,
Bridgeport NE  69336-4026,
USA
        ","
		,Brien Gregory Wahlen ",http://bridgeportsdachurch.com,"
    	,
			C/O Carroll Mount,
94A12 Road 99E,
Bridgeport NE  69336-5049,
USA
		","
		,11"
"
        ,Church (CCH)
        ","
			,
			470 Laurel Ave,
Bridgeport CT  06605-1412,
USA
        ","
        ,203-330-1425
        ",http://bridgeportportuguesect.adventistchurch.org,"
		,131","
		,Levi Borrelli "
"
        ,Monday, August 20, 2018
        ","
			,
			899 Winthrop St,
Brooklyn NY  11203-2305,
USA
        ","
        ,
			,
			
        ",http://bridgeny.adventistchurch.org,"
		,Rohann D. Wellington ","
        ,914-409-3990
        "
"
        ,Church (CCH)
        ","
			,
			825 W Main St,
Brewster WA  98812,
USA
        ","
		,Jose A Lemes ",http://brewsterspanishadventist.org,"
    	,
			PO Box 2030,
Brewster WA  98812-2030,
USA
		","
		,263"
"
        ,Thursday, January 18, 2018
        ","
			,
			7 Park St,
Brewster NY  10509-1519,
USA
        ","
        ,347-444-0838
        ",http://www.brewsterhispanicadventista.com,"
		,150","
		,Yenci Casildo "
"
        ,
			,
			(,) 
			
        ","
			,
			17 Hospital Way,
Brewster WA  98812,
USA
        ","
		,Matthew R Axford ",http://brewstersda.com,"
    	,
			PO Box 641,
Brewster WA  98812-0641,
USA
		","
		,165"
"
        ,
			,
			(,) 
			
        ","
			,
			3535 Asheville Hwy,
Pisgah Forest NC  28768-7802,
USA
        ","
		,Ralph Henderson ",http://brevardnc.adventistchurch.org,"
    	,
			3535 Asheville Hwy,
Pisgah Forest NC  28768-7802,
USA
		","
		,49"
"
        ,Church (CCH)
        ","
			,
			60 Carleton Ave,
Central Islip NY  11722-3014,
USA
        ","
        ,(631) 838-3571
        ",http://brentwoodspanishny.adventistchurch.org,"
		,177","
		,Camilo Carvajal "
"
        ,Church (CCH)
        ","
			,
			17469 Carroll Ln,
Winslow AR  72959-9762,
USA
        ","
        ,
			,
			
        ",http://brentwoodhilltopchapelar.adventistchurch.org,"
		,37","
		,Larry R Smith "
"
        ,
			,
			(,) 
			
        ","
			,
			79 Sunset Drive,
Brent AL  35034,
USA
        ","
		,Willie J. Black ",http://brent22.adventistchurchconnect.org,"
    	,
			PO Box 80,
Brent AL  35034-0080,
USA
		","
		,20"
"
        ,
			,
			(,) 
			
        ","
			,
			1003 5th St,
Bremerton WA  98337-1432,
USA
        ","
        ,801-884-2840
        ",http://bremertonhispanicwa2.adventistchurch.org,"
    	,
			2115 Rocky Point Rd NW Trlr 10,
Bremerton WA  98312-2571,
USA
		","
		,Arturo Jeronimo "
"
        ,
			,
			(,) 
			
        ","
			,
			4949 NW Taylor Rd,
Bremerton WA  98312-8803,
USA
        ","
        ,360-373-0944
        ",http://www.bsdacc.org,"
		,395","
		,John Kurlinski "
"
        ,
			,
			(,) 
			
        ","
			,
			5665 Knight Arnold Rd,
Memphis TN  38115-2405,
USA
        ","
			,
		,Mark Hyde  (Pastor - Assistant)
        ",http://www.breathoflifesda.com,"
		,833","
		,Duane Thomas "
"
        ,
			,
			(,) 
			
        ","
			,
			2039 N Laura St,
Jacksonville FL  32206-3685,
USA
        ","
        ,904-354-1284
        ",http://breathoflifefl.adventistchurch.org,"
		,108","
		,Clarence L Wright "
"
        ,
			,
			,
        ","
			,
			425 S La Brea Ave,
Inglewood CA  90301-2333,
USA
        ","
		,Eugene J. Hamilton ",http://breathla.org,"
    	,
			PO Box 8039,
Inglewood CA  90308-8039,
USA
		","
		,383"
"
        ,
			,
			(,) 
			
        ","
			,
			1410 Clifford Ave,
Rochester NY  14621-5607,
USA
        ","
        ,585-467-7120
        ",http://breathoflife22.adventistchurchconnect.org,"
		,147","
		,Lawrence McDonald "
"
        ,
			,
			(,) 
			
        ","
			,
			9807 26th Ave SW,
Seattle WA  98106-2642,
USA
        ","
		,Nathaniel Good ",http://www.bolchurch.org,"
    	,
			9807 26th Ave SW,
Seattle WA  98106-2642,
USA
		","
		,85"
"
        ,Group (CG)
        ","
			,
			3920 W Charleston Blvd,
Las Vegas NV  89102-1631,
USA
        ","
        ,775-553-4610
        ",http://breatheoflifenv.adventistchurch.org,"
    	,
			7250 S Durango Dr Ste 130 # 228,
Las Vegas NV  89113-2255,
USA
		","
		,Neat Randriamialison "
"
        ,Thursday, March 16, 2017
        ","
			,
			884 Newfield Ave,
Stamford CT  06905-2919,
USA
        ","
        ,203-895-3938
        ",http://breathoflifefellowshipct.adventistchurch.org,"
		,0","
		,Abdele F. George "
"
        ,
			,
			(,) 
			
        ","
			,
			11310 Fort Washington Rd,
Fort Washington MD  20744-5809,
USA
        ","
		,Pierre Quinn ",http://www.bolchurchmd.org,"
    	,
			PO Box 44708,
Fort Washington MD  20749-4708,
USA
		","
		,742"
"
        ,
			,
			(,) 
			
        ","
			,
			501 Halifax St,
Emporia VA  23847-1303,
USA
        ","
		,Stanley Mayes ",http://breadoflifeva.adventistchurch.org,"
    	,
			PO Box 789,
Emporia VA  23847,
USA
		","
		,52"
"
        ,
			,
			(,) 
			
        ","
			,
			801 That Way St Ste A,
Lake Jackson TX  77566-4246,
USA
        ","
		,Roderic Bishop ",http://brazosporttx.adventistchurch.org,"
    	,
			801 That Way St Ste A,
Lake Jackson TX  77566-4246,
USA
		","
		,82"
"
        ,Tuesday, September 23, 2014
        ","
			,
			3980 NW 21st Ave,
Oakland Park FL  33309-3627,
USA
        ","
        ,954-739-9500
        ",http://www.braziliantemple.com,"
		,356","
		,Jeferson Tavares Silva "
"
        ,
			,
			(,) 
			
        ","
			,
			13390 Okeechobee Blvd,
Loxahatchee FL  33470-4916,
USA
        ","
		,David Desousa Pires ",http://braziliantempleofwpbfl.adventistchurch.org/,"
    	,
			C/O Treasurer Pedro Nam,
9696 Phipps Ln,
Wellington FL  33414-3404,
USA
		","
		,69"
"
        ,Church (CCH)
        ","
			,
			297 SW 10th St,
Deerfield Beach FL  33441-6506,
USA
        ","
        ,954-557-5985
        ",http://www.brazilianchapel.org,"
		,166","
		,David Desousa Pires "
"
        ,
			,
			(,) 
			
        ","
			,
			8441 Roosevelt Blvd,
Philadelphia PA  19152-2080,
USA
        ","
		,Izair de Souza Costa ",http://www.iasdphiladelphia.com,"
    	,
			4424 Aberdale Rd,
Philadelphia PA  19136-1406,
USA
		","
		,79"
"
        ,Church (CCH)
        ","
			,
			949 Brayton Rd,
Graysville TN  37338-7819,
USA
        ","
        ,423-554-4007
        ",http://brayton22.adventistchurchconnect.org,"
		,89","
		,Mike Pettengill "
"
        ,
			,
			(,) 
			
        ","
			,
			225 State St,
Gassaway WV  26624-1147,
USA
        ","
		,Jaime Rodriguez ",http://braxton22.adventistchurchconnect.org,"
    	,
			PO Box 186,
Gassaway WV  26624-0186,
USA
		","
		,26"
"
        ,
			,
			(,) 
			
        ","
			,
			555 N Palm Ave,
Brawley CA  92227-2047,
USA
        ","
		,Obet Perez Martinez ",http://brawleyspanishca.adventistchurch.org,"
    	,
			PO Box 1282,
Brawley CA  92227-1282,
USA
		","
		,85"
"
        ,Church (CCH)
        ","
			,
			375 C St,
Brawley CA  92227-1554,
USA
        ","
		,Obet Perez Martinez ",http://brawleyca.adventistchurch.org,"
    	,
			PO Box 53,
Brawley CA  92227-0053,
USA
		","
		,28"
"
        ,
			,
			(,) 
			
        ","
			,
			99 E Jefferson St,
Hoschton GA  30548-2228,
USA
        ","
		,Jeff Westberg ",http://braseltonhoschtonhouseofprayerga.adventistchurch.org,"
    	,
			c/o Dale Tunnell,
401 Keys Dr,
Braselton GA  30517-3249,
USA
		","
		,35"
"
        ,Church (CCH)
        ","
			,
			6200 E State Highway 76,
Kirbyville MO  65679-7279,
USA
        ","
        ,417-334-8517
        ",http://bransoneast22.adventistchurchconnect.org,"
		,58","
		,Terry Wolfe "
"
        ,Church (CCH)
        ","
			,
			513 E Clay Ave,
Brandon FL  33510-3741,
USA
        ","
		,Cecilio Perez ",http://www.brandonspanishsda.com,"
    	,
			PO Box 488,
Brandon FL  33509-0488,
USA
		","
		,239"
"
        ,
			,
			(,) 
			
        ","
			,
			1221 Victoria St,
Brandon FL  33510-4135,
USA
        ","
		,Benjamin Max Shurtliff ",http://www.brandonsda.org,"
    	,
			PO Box 1010,
Brandon FL  33509-1010,
USA
		","
		,513"
"
        ,Church (CCH)
        ","
			,
			2197 State Highway 73,
Macks Creek MO  65786-8228,
USA
        ","
        ,417-993-5228
        ",http://branchmemorialmo.adventistchurch.org,"
		,29","
		,Abel J Hagan "
"
        ,
			,
			(,) 
			
        ","
			,
			250 Washington St,
Braintree MA  02184-3220,
USA
        ","
        ,781-356-4556
        ",http://www.braintreesda.org,"
		,201","
		,Kevin W. Sears "
"
        ,Church (CCH)
        ","
			,
			2910 Oak St,
Brainerd MN  56401-3803,
USA
        ","
        ,218-829-1676
        ",http://www.brainerdsda.org,"
		,125","
		,Peter Emig "
"
        ,
			,
			(,) 
			
        ","
			,
			105 Henry St,
Greeneville TN  37743-5201,
USA
        ","
        ,423-639-3872
        ",http://brainardchapel22.adventistchurchconnect.org,"
		,23","
		,Nathan Williams "
"
        ,
			,
			(,) 
			
        ","
			,
			9101 NW 29th Ave,
Miami FL  33147-3403,
USA
        ","
		,Abiezer Rodriguez ",http://bradmorespanish22.adventistchurchconnect.org/,"
    	,
			3525 NW 98th St,
Miami FL  33147-2248,
USA
		","
		,171"
"
        ,Monday, April 24, 2017
        ","
			,
			1107 6th St W,
Bradenton FL  34205-8416,
USA
        ","
        ,941-773-3534
        ",http://bradentonspanish22.adventistchurchconnect.org/,"
		,155","
		,Eliseo Broche "
"
        ,Church (CCH)
        ","
			,
			2106 17th Ave W,
Bradenton FL  34205-4660,
USA
        ","
        ,941-748-3336
        ",http://www.bradentonsdachurch.com,"
		,128","
		,Joseph A Nesbit Jr."
,"
			,
			2106 17th Ave W,
Bradenton FL  34205-4660,
USA
        ","
        ,Latitude:
			,, Longitude:
			-82.583060
			, Source:
			,
        ",http://bradentonportuguesefl.adventistchurch.org,"
        ,
        ","
		,
			,
			
		"
"
        ,
			,
			(,) 
			
        ","
			,
			24 N 15th Ave,
Bozeman MT  59715-3234,
USA
        ","
		,James P Jenkins ",http://www.bozemansda.org/,"
    	,
			PO Box 10574,
Bozeman MT  59719-0574,
USA
		","
		,246"
"
        ,
			,
			(,) 
			
        ","
			,
			138 SE 27th Ave,
Boynton Beach FL  33435-7629,
USA
        ","
        ,561-737-4232
        ",http://boyntonbeach22.adventistchurchconnect.org/,"
		,159","
		,Michael Cabana "
"
        ,Church (CCH)
        ","
			,
			228 E Cedar St,
Boyne City MI  49712-1508,
USA
        ","
        ,231-582-0089
        ",http://boynecity22.adventistchurchconnect.org,"
		,79","
		,Christopher Ames "
"
        ,
			,
			(,) 
			
        ","
			,
			300 Westview Dr NE,
Cleveland TN  37312-5043,
USA
        ","
        ,423-472-6231
        ",http://bowmanhills.org,"
		,701","
		,Richie Halversen "
"
        ,
			,
			(,) 
			
        ","
			,
			106 8th St NE,
Bowman ND  58623-4512,
USA
        ","
		,David J Werner ",http://bowmanadventist22.adventistchurchconnect.org/,"
    	,
			PO Box 23,
Bowman ND  58623-0023,
USA
		","
		,39"
"
        ,Tuesday, October 17, 2017
        ","
			,
			1740 Cave Mill Rd,
Bowling Green KY  42104-6329,
USA
        ","
        ,
			,
			
        ",http://www.cavemillsda.org,"
		,250","
        ,270-782-9748
        "
,"
			,
			1740 Cave Mill Rd,
Bowling Green KY  42104-6329,
USA
        ","
        ,
        ",http://bowlinggreenzomiky.adventistchurch.org,"
		,28","
		,Thang Mang "
"
        ,Company (CCO)
        ","
			,
			1925 Mitchellville Rd,
Bowie MD  20716-1539,
USA
        ","
		,Panayotis Coutsoumpos Sr. ",http://bowiespanishmd.adventistchurch.org,"
    	,
			C/O Julio Perez,
3907 Woodhaven Ln,
Bowie MD  20715-1276,
USA
		","
		,48"
"
        ,Church (CCH)
        ","
			,
			617 W Wise St,
Bowie TX  76230-4723,
USA
        ","
        ,940-872-1523
        ",http://bowietx.adventistchurch.org,"
    	,
			617 W Wise St,
Bowie TX  76230-4723,
USA
		","
		,55"
"
        ,Company (CCO)
        ","
			,
			182 43rd Ave NE,
Bowdon ND  58418-9203,
USA
        ","
        ,701-962-3791
        ",http://bowdoncountryadventist22.adventistchurchconnect.org,"
		,91","
		,Neil Biloff "
"
        ,Church (CCH)
        ","
			,
			4024 6th Ave,
Bowdle SD  57428,
USA
        ","
		,George Ellis Shaver ",http://bowdlesd.adventistchurch.org,"
    	,
			PO Box 2,
Bowdle SD  57428-0002,
USA
		","
		,47"
"
        ,
			,
			(,) 
			
        ","
			,
			750 Old Highway 66,
Bourbon MO  65441-6254,
USA
        ","
		,Rodney Duane Osborne Jr",http://bourbonmo.adventistchurch.org,"
    	,
			PO Box 416,
Bourbon MO  65441-0416,
USA
		","
		,44"
,"
			,
			150 W Union Ave,
Bound Brook NJ  08805-1309,
USA
        ","
		,
			,
			
		",http://boundbrookspanishcalebnj.adventistchurch.org,"
		,Anthony Baffi ","
        ,
        "
"
        ,
			,
			(,) 
			
        ","
			,
			261 E Old Hickory Blvd,
Madison TN  37115-3934,
USA
        ","
        ,615-868-3696
        ",http://www.blvdsda.org,"
		,358","
		,Oleksandr Sozinov "
"
        ,
			,
			(,) 
			
        ","
			,
			345 Mapleton Ave,
Boulder CO  80304-3981,
USA
        ","
        ,303-442-1522
        ",http://www.boulder.church,"
		,658","
		,Japhet De Oliveira "
"
        ,Church (CCH)
        ","
			,
			St Andrew Presbyterian,
3700 Baseline Rd,
Boulder CO  80303-2436,
USA
        ","
        ,
			,
			
        ",http://boulderhispanicsionco.adventistchurch.org,"
		,50","
		,Frank Wilson "
"
        ,
			,
			(,) 
			
        ","
			,
			591 Adams Blvd,
Boulder City NV  89005-2234,
USA
        ","
        ,702-293-2841
        ",http://bouldercitynv.adventistchurch.org,"
    	,
			PO Box 60335,
Boulder City NV  89006-0335,
USA
		","
		,66"
"
        ,
			,
			(,) 
			
        ","
			,
			119 S Main St,
Boulder MT  59632,
USA
        ","
		,John Witcombe ",http://boulderadventist22.adventistchurchconnect.org,"
    	,
			PO Box 1169,
Boulder MT  59632-1169,
USA
		","
		,18"
"
        ,Church (CCH)
        ","
			,
			1015 Ohmer St,
Bottineau ND  58318-1624,
USA
        ","
        ,701-228-3127
        ",http://bottineauadventist22.adventistchurchconnect.org,"
		,29","
		,Barry St Clair "
"
        ,
			,
			(,) 
			
        ","
			,
			105 Jersey St,
Boston MA  02215-4801,
USA
        ","
        ,617-536-5022
        ",http://www.bostontemple.org,"
		,307","
		,Orlando Hall "
"
        ,Thursday, April 6, 2017
        ","
			,
			1297 S Boston St,
Denver CO  80247-2348,
USA
        ","
        ,303-364-3490
        ",http://bostonstreet22.adventistchurchconnect.org/,"
		,178","
		,Jamond Jimmerson "
"
        ,
			,
			(,) 
			
        ","
			,
			50 Stoughton St,
Dorchester MA  02125-3401,
USA
        ","
		,Eduardo Rodriguez ",http://sites.google.com/site/bostonhispana/,"
    	,
			PO Box 255614,
Uphams Corner MA  02125-5614,
USA
		","
		,203"
"
        ,Thursday, January 12, 2017
        ","
			,
			55 Otis St,
Medford MA  02155-4017,
USA
        ","
        ,
        ",http://bostonportuguesema.adventistchurch.org,"
		,131","
		,Paulo Vieira "
"
        ,Church (CCH)
        ","
			,
			4 Spring St,
Stoneham MA  02180-3848,
USA
        ","
        ,781-279-3270
        ",http://bostonkoreanma.adventistchurch.org,"
		,106","
		,Mintae Kim "
"
        ,Church (CCH)
        ","
			,
			3910 New Utrecht Ave,
Brooklyn NY  11219-1067,
USA
        ","
        ,917-538-8565 
        ",http://boroughparkspanishny.adventistchurch.org,"
		,98","
		,Arnaldo Ciccopiedi "
"
        ,Company (CCO)
        ","
			,
			6941 Chester A Arthur Road,
West Enosburg VT  05450,
USA
        ","
		,Cornel Preda ",http://bordovillevt.adventistchurch.org,"
    	,
			PO Box 1167,
Enosburg Falls VT  05450-1167,
USA
		","
		,6"
"
        ,Monday, July 9, 2018
        ","
			,
			5121 Buena Vista Pike,
Nashville TN  37218-1738,
USA
        ","
        ,615-876-3630
        ",http://bordeaux22.adventistchurchconnect.org,"
		,99","
		,Mike Foraker "
